season,match_date,period,timestamp,team,player,play_pattern,under_pressure,body_part,type,technique,first_time,one_on_one,open_goal,key_pass_id,start_location_x,start_location_y,distance,angle,goal,statsbomb_xg
2012/2013,2013-02-03,1,00:02:50.411,Barcelona,Gerard Piqué Bernabéu,From Corner,0,Head,Open Play,Normal,0,0,0,f581fe74-0bb9-4196-bf5d-a409c74ff2b1,110.8,36.3,9.916148445843278,41.795545966919654,0,0.09368645
2012/2013,2013-02-03,1,00:38:23.165,Barcelona,Lionel Andrés Messi Cuccittini,Other,0,Left Foot,Penalty,Normal,0,0,0,,108.1,40.1,11.900420160649796,37.156345075648375,1,0.76
2012/2013,2013-02-03,2,00:04:19.408,Barcelona,Lionel Andrés Messi Cuccittini,From Corner,0,Right Foot,Open Play,Normal,0,0,0,89fa05c0-b5f3-4921-830c-5f99d2e2f918,108.0,30.7,15.181897114655994,24.11201551594627,0,0.11794918
2012/2013,2013-02-03,2,00:09:32.832,Barcelona,Francesc Fàbregas i Soler,From Throw In,1,Left Foot,Open Play,Normal,0,1,0,9a2000e3-5d2b-42d3-8494-228c2cf92f28,108.3,27.8,16.903549923019128,19.137473766180364,0,0.2550073
2012/2013,2013-02-03,2,00:12:52.959,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Open Play,Half Volley,0,0,0,474d76aa-c25e-4e9b-b984-e13121696ec4,90.6,39.3,29.408332152640014,15.487028721340595,0,0.019665891
2012/2013,2013-02-03,2,00:31:20.289,Barcelona,David Villa Sánchez,From Throw In,0,Left Foot,Open Play,Half Volley,1,0,0,9c3f6e4d-32d8-4bfc-87f2-f603aa929400,109.0,34.3,12.389108119634765,32.621135094250185,0,0.31350362
2012/2013,2013-02-03,2,00:33:09.582,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Free Kick,Normal,0,0,0,,82.0,39.8,38.00052631214468,12.017685072237377,0,0.017818904
2012/2013,2013-02-03,2,00:37:37.443,Barcelona,Pedro Eliezer Rodríguez Ledesma,From Corner,0,Left Foot,Open Play,Normal,0,0,0,1582ea25-d191-47c7-ba9d-1a09c457b18f,106.2,51.0,17.647662734764623,20.489707064895445,0,0.08476444
2012/2013,2013-02-03,2,00:45:27.727,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,0e6bb74d-bc2a-497f-a783-2225066fc7bb,99.4,28.6,23.544001359157278,17.021320015887753,0,0.039360475
2012/2013,2012-11-17,1,00:01:40.639,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,1,0,0,8d1dae3f-8f32-4aa7-8b10-20407a48efb8,106.3,40.0,13.700000000000003,32.55252588411991,0,0.22043863
2012/2013,2012-11-17,1,00:08:12.614,Barcelona,Andrés Iniesta Luján,From Corner,0,Right Foot,Open Play,Normal,0,0,0,0fa88070-5a13-47ac-a800-9ac814eb91a1,113.5,27.1,14.44506836259351,15.104530210949852,0,0.043789737
2012/2013,2012-11-17,1,00:08:14.429,Barcelona,Xavier Hernández Creus,From Corner,1,Left Foot,Open Play,Normal,1,0,0,,99.7,27.3,23.945354455509733,16.244177276800947,0,0.026101138
2012/2013,2012-11-17,1,00:15:08.497,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,0,1,0,19030344-2a3d-4a45-a723-457962d12b9a,104.8,36.5,15.597756248896829,28.14675181619312,1,0.37591794
2012/2013,2012-11-17,1,00:27:33.709,Barcelona,Alexandre Dimitri Song-Billong,From Corner,0,Right Foot,Open Play,Normal,1,0,0,5f84e076-2ef3-4419-ab38-5b16aa0a7f19,106.9,39.0,13.138112497615472,33.78957586657293,1,0.19210088
2012/2013,2012-11-17,1,00:31:11.307,Barcelona,Andrés Iniesta Luján,Regular Play,0,Right Foot,Open Play,Normal,0,1,0,0da9f54a-8639-4681-a252-cd3d558f5029,117.9,54.7,14.8492424049175,4.6963931541029,0,0.07261308
2012/2013,2012-11-17,2,00:14:51.655,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,1,Left Foot,Open Play,Normal,0,0,0,e27b0279-84da-4acc-bcfd-86e07ea9565c,99.3,47.2,21.91643219139466,19.628415281065205,1,0.04519993
2012/2013,2012-11-17,2,00:34:15.926,Barcelona,Andrés Iniesta Luján,Regular Play,1,Right Foot,Open Play,Normal,0,0,0,eecbf57b-b46e-4567-8d4c-4bb6e928e2df,104.2,23.8,22.629184695874482,14.294663401548087,0,0.03780385
2012/2013,2013-05-12,1,00:16:23.148,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Free Kick,Normal,0,0,0,,88.9,33.0,31.87804887379401,13.968696164537663,0,0.025039049
2012/2013,2013-05-12,1,00:41:26.906,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,1,0,0,d2f48cbc-74a3-430c-9ad8-2fed561f5fc6,101.2,35.2,19.40309253701584,22.646945759380788,0,0.12339446
2012/2013,2013-05-12,1,00:45:15.999,Barcelona,Cristian Tello Herrera,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,b81cd23f-a87d-4e39-8258-0f0531a8e347,108.4,21.0,22.261176967986213,10.951982289144487,0,0.02163217
2012/2013,2013-05-12,2,00:08:39.445,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Free Kick,Normal,0,0,0,,88.9,33.3,31.813519138881816,14.02406209194975,0,0.045655493
2012/2013,2013-05-12,2,00:08:43.338,Barcelona,Francesc Fàbregas i Soler,From Free Kick,0,Head,Open Play,Normal,0,0,0,e0d39d71-3cab-4208-a777-0ab7f4fb42ed,108.3,47.5,13.897481786280567,27.85177672445791,0,0.039501004
2012/2013,2013-05-12,2,00:16:23.341,Barcelona,Alexis Alejandro Sánchez Sánchez,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,d2da2108-eacd-4179-aa67-f243f60eb7b6,104.1,57.5,23.64444966583067,13.182640775789078,0,0.056368157
2012/2013,2013-05-12,2,00:16:43.500,Barcelona,Alexis Alejandro Sánchez Sánchez,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,4917abc7-d211-43c6-a905-3929fdfd793a,88.5,50.5,33.20391543176798,13.058148257560417,0,0.020719077
2012/2013,2013-05-12,2,00:19:59.002,Barcelona,Andrés Iniesta Luján,From Free Kick,0,Right Foot,Open Play,Normal,0,0,0,dae2fcc4-68c6-4ded-bb8f-e8d4bdf80ffc,86.8,32.3,34.0812265037513,13.05381639719926,0,0.012132068
2012/2013,2013-05-12,2,00:24:37.799,Barcelona,David Villa Sánchez,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,100.1,55.5,25.22419473442116,14.39517288203673,0,0.039228734
2012/2013,2013-05-12,2,00:26:28.922,Barcelona,Alexis Alejandro Sánchez Sánchez,From Throw In,0,Right Foot,Open Play,Normal,0,0,0,723eb122-722d-46b3-9f55-4443cd4aca28,107.2,43.5,13.269890730522235,32.604616047586255,1,0.122615255
2012/2013,2013-05-12,2,00:34:01.387,Barcelona,David Villa Sánchez,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,95b38f2e-496a-482d-aa8a-09ec0bc47f94,108.4,36.0,12.270289320142368,34.59228868750996,0,0.08311785
2012/2013,2013-01-19,1,00:04:39.882,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,0,1,0,30a11602-ca65-4b6b-ab7a-32d0b69cedb0,110.2,30.0,14.001428498549709,23.531140451857333,0,0.18450262
2012/2013,2013-01-19,1,00:06:08.294,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,e2659bad-76cc-4e22-a41e-18d720aa588b,102.0,41.5,18.062391868188442,24.897985994944595,1,0.083483994
2012/2013,2013-01-19,1,00:13:49.859,Barcelona,Pedro Eliezer Rodríguez Ledesma,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,,106.5,21.3,23.063824487712356,11.822824401400316,0,0.025477055
2012/2013,2013-01-19,1,00:24:24.144,Barcelona,Pedro Eliezer Rodríguez Ledesma,Regular Play,0,Left Foot,Open Play,Half Volley,1,0,1,f2b7dd52-21d6-43d3-8789-9e4b41ca9b29,116.5,39.3,3.56931365951495,96.64096601253054,1,0.8326509
2012/2013,2013-01-19,1,00:38:45.860,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,1,Left Foot,Open Play,Lob,1,0,0,dac42405-50b5-46c2-bf80-c5cc5c41a0d4,95.5,29.7,26.577057775457387,15.850202421779107,0,0.2676047
2012/2013,2013-01-19,1,00:43:57.144,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Volley,1,0,0,e01c9299-866c-4968-a79e-d8a8aa3897bf,107.5,25.4,19.220041623263985,15.799257020232721,0,0.03368972
2012/2013,2013-01-19,1,00:44:18.072,Barcelona,Francesc Fàbregas i Soler,From Corner,0,Right Foot,Open Play,Normal,0,0,0,38510b71-725e-4313-bb4d-ac125dd4e50b,96.5,20.1,30.79383055093991,11.401382571321692,0,0.017123854
2012/2013,2013-01-19,2,00:26:47.184,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Free Kick,Normal,0,0,0,,91.0,22.2,34.027048064738146,11.485063443447444,0,0.030041099
2012/2013,2012-10-20,1,00:02:25.348,Barcelona,Jordi Alba Ramos,Regular Play,0,Left Foot,Open Play,Normal,0,1,0,8c0f30f1-8556-4a68-9141-f6dd5a8eb0fc,108.0,33.1,13.842326394071193,28.663923617198673,1,0.38685867
2012/2013,2012-10-20,1,00:07:03.108,Barcelona,Cristian Tello Herrera,From Throw In,1,Right Foot,Open Play,Normal,0,0,0,117db36f-e3d0-441c-b52d-71d550baa3ae,112.9,49.1,11.542096863222035,25.852923579548534,1,0.11585177
2012/2013,2012-10-20,1,00:17:10.485,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,7a0f5b3c-af22-46d3-b3eb-dab175d93af7,99.3,36.9,20.930838492521033,21.421273511845833,1,0.21128508
2012/2013,2012-10-20,1,00:24:03.816,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,1,0,0,e09d3f08-4e12-43a6-8cde-d359dd08fefb,114.2,31.0,10.707007051459337,25.19217152969103,0,0.34376425
2012/2013,2012-10-20,1,00:42:30.885,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Right Foot,Open Play,Normal,1,0,0,ee76ecc6-7784-4d78-a74f-cd2d43ba0c6c,107.5,51.5,16.98528775146303,20.151747034211898,1,0.1337941
2012/2013,2012-10-20,2,00:07:12.339,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Free Kick,Normal,0,0,0,,94.3,49.6,27.43446737226732,15.59448904393732,0,0.039471842
2012/2013,2012-10-20,2,00:10:47.917,Barcelona,Pedro Eliezer Rodríguez Ledesma,From Counter,0,Left Foot,Open Play,Normal,1,0,0,407a1a36-a58d-4968-8894-98c65bec2f1d,109.3,29.9,14.713938969562165,23.11921919004204,0,0.3608495
2012/2013,2012-10-20,2,00:31:01.218,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,,104.9,26.7,20.122127124138736,17.25582353994501,1,0.058443572
2012/2013,2012-10-20,2,00:35:19.516,Barcelona,Xavier Hernández Creus,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,100.5,24.2,25.09760944791356,14.258048610138198,0,0.058206163
2012/2013,2012-10-20,2,00:42:09.044,Barcelona,Pedro Eliezer Rodríguez Ledesma,From Throw In,0,Right Foot,Open Play,Normal,0,0,0,a675cad2-543c-44c2-8ce3-4d411ac3526e,106.4,50.2,16.999999999999996,21.729002372726427,0,0.042248275
2012/2013,2012-09-29,1,00:01:35.667,Barcelona,Pedro Eliezer Rodríguez Ledesma,From Free Kick,1,Right Foot,Open Play,Normal,0,0,0,4e34593f-ca1e-4f34-b011-63d7da91c193,102.8,26.7,21.742354978244656,16.766087937522556,0,0.057489403
2012/2013,2012-09-29,1,00:12:53.975,Barcelona,Lionel Andrés Messi Cuccittini,From Goal Kick,0,Left Foot,Open Play,Normal,1,0,0,e9c2dc82-5804-45e1-bec4-6a7fa34001dd,107.5,30.5,15.700318468107582,23.453103668899036,0,0.122286625
2012/2013,2012-09-29,1,00:27:03.148,Barcelona,Francesc Fàbregas i Soler,From Kick Off,0,Head,Open Play,Normal,0,0,0,e118d565-190a-446e-8c96-46d0bbb2b400,114.5,40.9,5.573149917237109,71.10532338629865,0,0.25809813
2012/2013,2012-09-29,1,00:27:04.321,Barcelona,Lionel Andrés Messi Cuccittini,From Kick Off,0,Left Foot,Open Play,Volley,1,0,0,,111.7,41.6,8.452810183601661,50.135068245692096,0,0.28818282
2012/2013,2012-09-29,1,00:45:29.015,Barcelona,Francesc Fàbregas i Soler,From Free Kick,0,Right Foot,Open Play,Half Volley,0,0,0,45fc5210-f3c3-4912-a770-282ce1627e5c,99.0,35.9,21.396495040076072,20.819504522759406,0,0.03251703
2012/2013,2012-09-29,2,00:04:41.668,Barcelona,Pedro Eliezer Rodríguez Ledesma,Regular Play,0,Right Foot,Open Play,Volley,1,0,0,7ac8a366-f80c-46a4-8972-117500ab3556,111.4,51.4,14.28005602229907,20.108347276319172,0,0.048079044
2012/2013,2012-09-29,2,00:07:31.831,Barcelona,Francesc Fàbregas i Soler,From Throw In,0,Left Foot,Open Play,Normal,1,0,0,c2dd90b4-d773-4ea9-9b30-bf419412b6ac,97.9,40.8,22.114474897677308,20.492970490106785,1,0.07567623
2012/2013,2012-09-29,2,00:10:13.918,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,f2983cf8-87ea-487a-920d-8eac60166af2,96.8,46.8,24.176021178018523,18.08106620017009,0,0.03547339
2012/2013,2012-09-29,2,00:11:53.176,Barcelona,Alexis Alejandro Sánchez Sánchez,From Corner,0,Right Foot,Open Play,Normal,0,0,0,34b30019-358d-4a1f-8b3b-46ea5811d873,107.8,28.5,16.76573887426379,20.212538641555184,0,0.07456259
2012/2013,2012-09-29,2,00:15:02.839,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Free Kick,Normal,0,0,0,,86.8,46.3,33.79245477913672,13.273076893905747,0,0.025271902
2012/2013,2012-09-29,2,00:21:28.596,Barcelona,Xavier Hernández Creus,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,94.3,36.1,25.994230129011324,17.3100011939209,0,0.10796567
2012/2013,2012-09-29,2,00:28:28.485,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Free Kick,Normal,0,0,0,,99.7,27.3,23.945354455509733,16.244177276800947,0,0.07999919
2012/2013,2012-09-29,2,00:41:20.624,Barcelona,Xavier Hernández Creus,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,95.5,28.1,27.237107041681206,15.110884689708856,0,0.04874225
2012/2013,2012-09-29,2,00:43:12.488,Barcelona,Francesc Fàbregas i Soler,Regular Play,0,Right Foot,Open Play,Normal,0,1,0,810adc38-4c12-4907-a1b3-719aa0a74c1e,108.5,32.9,13.515176654413365,28.899667268749578,1,0.2941427
2012/2013,2012-09-29,2,00:47:17.154,Barcelona,David Villa Sánchez,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,5069e85e-96fa-4c1b-b8a2-a5c3c2a029fd,110.3,29.6,14.221462653327892,22.618772767721957,1,0.3979331
2012/2013,2012-10-07,1,00:20:33.233,Barcelona,Andrés Iniesta Luján,From Free Kick,0,Right Foot,Open Play,Normal,0,0,0,1c0b440b-3ffa-4baa-8751-2acbecd438c7,95.6,39.7,24.401844192601516,18.617187635334712,0,0.03200919
2012/2013,2012-10-07,1,00:30:02.777,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Half Volley,1,0,0,,114.3,40.4,5.714017850864663,69.94126551316091,1,0.46949142
2012/2013,2012-10-07,2,00:01:25.054,Barcelona,Xavier Hernández Creus,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,c68dc79c-3806-4e79-a9dc-8c9051b979a9,95.1,52.6,27.906450867138236,14.636100753435882,0,0.022233248
2012/2013,2012-10-07,2,00:15:12.290,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Free Kick,Normal,0,0,0,,93.3,45.9,27.344103569142653,16.273734882693613,1,0.0776468
2012/2013,2012-10-07,2,00:24:18.800,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,1,0,0,8c603da0-43d7-4dd2-9d27-e2f4eb9a70b5,108.3,28.6,16.33554406807438,20.462121902256694,0,0.10226898
2012/2013,2012-10-07,2,00:30:30.823,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Free Kick,Normal,0,0,0,,97.0,54.5,27.189152248645048,14.273655560180577,0,0.041664142
2012/2013,2012-10-07,2,00:42:58.332,Barcelona,Martín Montoya Torralbo,From Free Kick,0,Right Foot,Open Play,Normal,1,0,0,3d73f4af-1c43-4339-9acc-90cbd1f259b2,100.0,51.7,23.170886905770356,17.075208084896897,0,0.02843125
2012/2013,2012-10-07,2,00:45:16.896,Barcelona,Xavier Hernández Creus,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,95.3,26.7,28.053163814443465,14.375315315339355,0,0.049124494
2012/2013,2012-10-07,2,00:46:41.303,Barcelona,Pedro Eliezer Rodríguez Ledesma,From Throw In,0,Left Foot,Open Play,Normal,0,0,0,d46da5a8-f17f-4655-b9cd-0eefe2b8a054,99.0,43.6,21.306337085477644,20.98664756002827,0,0.046017427
2012/2013,2012-10-07,2,00:47:36.985,Barcelona,Pedro Eliezer Rodríguez Ledesma,From Counter,0,Left Foot,Open Play,Normal,0,0,0,ba3a1cc9-f8e8-4317-bee0-b5e93b663bbb,98.5,37.5,21.644860821913362,20.81232298847061,0,0.18154988
2012/2013,2013-02-10,1,00:05:17.037,Barcelona,Alexis Alejandro Sánchez Sánchez,Regular Play,0,Left Foot,Open Play,Normal,0,1,0,f22172fe-b672-4358-98ad-8714a791d25d,108.1,34.2,13.23820229487373,30.871074989628926,1,0.46833673
2012/2013,2013-02-10,1,00:07:01.581,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,0,Head,Open Play,Normal,0,0,0,8d058d5a-944f-40b9-acd4-fee72559edec,111.8,41.5,8.336066218546975,50.80632335558339,0,0.23113656
2012/2013,2013-02-10,1,00:12:51.461,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,1,Left Foot,Open Play,Normal,1,0,0,253c81c2-5501-41c6-ab71-bb750f2e8363,112.1,33.2,10.42353107157071,34.29934801364047,1,0.19014886
2012/2013,2013-02-10,1,00:30:03.371,Barcelona,Lionel Andrés Messi Cuccittini,From Goal Kick,0,Left Foot,Open Play,Volley,1,0,0,1b4e3c69-7039-4042-b9fd-45e481ba3a1c,111.1,37.5,9.24445779913566,45.708727226086054,0,0.19099198
2012/2013,2013-02-10,1,00:31:33.487,Barcelona,David Villa Sánchez,From Throw In,0,Left Foot,Open Play,Normal,1,0,0,17d73843-2bea-4fcf-9b04-24ca1065cc07,108.8,38.6,11.287160847617972,38.810026252515,0,0.15562005
2012/2013,2013-02-10,1,00:36:57.548,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,0,Head,Open Play,Normal,0,0,0,2c12bd83-fdd1-4c23-98fc-8faf8bad6747,111.2,36.1,9.625487000666508,42.566248049731904,0,0.10485048
2012/2013,2013-02-10,1,00:42:38.164,Barcelona,Thiago Alcântara do Nascimento,From Free Kick,0,Right Foot,Open Play,Normal,1,0,0,5e83484a-87d7-4375-9f73-f765f2de2534,116.8,39.3,3.2756678708318434,101.63237098977012,0,0.6199464
2012/2013,2013-02-10,2,00:11:37.581,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Open Play,Normal,0,0,0,,115.3,33.3,8.184130986244053,36.410412421969646,0,0.2148495
2012/2013,2013-02-10,2,00:11:39.394,Barcelona,Alexis Alejandro Sánchez Sánchez,From Free Kick,0,Right Foot,Open Play,Normal,1,0,0,,112.9,42.5,7.52728370662352,54.40320526561881,0,0.24140179
2012/2013,2013-02-10,2,00:12:50.398,Barcelona,David Villa Sánchez,Regular Play,0,Left Foot,Open Play,Normal,1,0,0,9b5e57b6-d8b7-4474-9fc5-1586fe9bd95e,113.2,30.1,12.010412149464312,22.985274821678082,1,0.29331312
2012/2013,2013-02-10,2,00:17:48.192,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,04f20e71-487e-4ad4-b984-3637e48099d8,99.7,46.6,21.345959805077865,20.273460445320453,0,0.04716568
2012/2013,2013-02-10,2,00:21:50.296,Barcelona,Alexis Alejandro Sánchez Sánchez,Regular Play,0,Head,Open Play,Normal,0,0,0,89893d7a-0cd1-4c52-a69f-47c9a0814ce2,109.0,39.0,11.045361017187261,39.6990734834743,0,0.17292587
2012/2013,2013-02-10,2,00:33:01.667,Barcelona,Cristian Tello Herrera,From Goal Kick,0,Right Foot,Open Play,Normal,0,0,0,19c4a9b6-2fec-40d0-a53f-28c724209aee,101.8,48.8,20.215835377248204,20.34404360460322,1,0.14695095
2012/2013,2013-02-10,2,00:43:21.548,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Head,Open Play,Normal,0,0,0,e466be2d-827e-46aa-8662-929d0b9e2180,109.1,38.3,11.031772296417296,39.52182492435296,0,0.06644677
2012/2013,2013-02-10,2,00:44:47.040,Barcelona,Andrés Iniesta Luján,From Throw In,0,Right Foot,Open Play,Normal,1,0,0,,109.9,36.3,10.756393447619882,39.022390797957435,1,0.32402587
2012/2013,2013-02-10,2,00:46:38.004,Barcelona,Gerard Piqué Bernabéu,Regular Play,0,Right Foot,Open Play,Normal,1,0,1,00d347a2-9418-4004-b44e-09ee2b0a1709,118.3,44.2,4.531004303683681,71.57769088115546,1,0.86105186
2012/2013,2012-10-27,1,00:13:59.287,Barcelona,Pedro Eliezer Rodríguez Ledesma,From Goal Kick,1,Right Foot,Open Play,Normal,0,0,0,6fd06de3-47d2-4b2d-8b9f-beb5688d506d,107.0,51.9,17.624131184259834,19.44349350809438,0,0.07346687
2012/2013,2012-10-27,1,00:19:23.587,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,1,Left Foot,Open Play,Normal,0,1,0,38cbeed1-23b4-424a-8296-be295bb67470,106.5,24.8,20.329535164385828,15.207882733384631,0,0.056464013
2012/2013,2012-10-27,1,00:19:49.609,Barcelona,David Villa Sánchez,From Counter,0,Right Foot,Open Play,Normal,1,0,0,1998c956-6f00-4ed3-86d1-7d7fc5a63a33,104.4,37.3,15.831929762350509,28.006544476678656,1,0.46747515
2012/2013,2012-10-27,1,00:27:11.035,Barcelona,David Villa Sánchez,From Free Kick,1,Right Foot,Open Play,Normal,0,0,0,350b45ae-04bf-4ea3-aecb-9834dd31206c,100.6,26.8,23.46486735526115,16.188568553158003,0,0.041491807
2012/2013,2012-10-27,1,00:29:14.820,Barcelona,Francesc Fàbregas i Soler,Regular Play,1,Right Foot,Open Play,Normal,0,0,0,36718600-ad74-47ec-b407-0eda95b1e4b4,108.6,48.3,14.101418368376994,26.508620683656808,0,0.32615563
2012/2013,2012-10-27,1,00:30:49.761,Barcelona,Pedro Eliezer Rodríguez Ledesma,From Corner,0,Head,Open Play,Normal,0,0,0,7b5ff00c-5926-415e-b24f-40cbe098cafe,112.4,40.0,7.599999999999994,55.51708120212008,0,0.16980648
2012/2013,2012-10-27,1,00:33:11.248,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Free Kick,Normal,0,0,0,,104.8,62.9,27.485450696686783,9.338512333778107,0,0.023722462
2012/2013,2012-10-27,2,00:02:13.635,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,1,Left Foot,Open Play,Normal,0,0,0,ef0e813c-c50a-4583-a9ac-757f6331362c,105.2,39.8,14.801351289662708,30.243103424478075,1,0.15813969
2012/2013,2012-10-27,2,00:18:50.859,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,0,Left Foot,Open Play,Normal,0,1,0,,104.3,29.4,18.94333655932872,20.119851965922987,0,0.24616864
2012/2013,2012-10-27,2,00:25:36.774,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Free Kick,Normal,0,0,0,,87.9,31.1,33.310959157610576,13.214586216726937,0,0.016858099
2012/2013,2012-10-27,2,00:32:56.890,Barcelona,Xavier Hernández Creus,From Throw In,0,Right Foot,Open Play,Normal,1,0,0,58d0acfa-c9a8-4e25-9ce3-4e55a498abfe,104.8,37.4,15.420765220960991,28.733388517755984,1,0.13025124
2012/2013,2012-10-27,2,00:34:39.591,Barcelona,Francesc Fàbregas i Soler,Regular Play,0,Right Foot,Open Play,Volley,1,0,0,43ae1070-b41a-48cd-a8d4-f46eb8d99841,109.9,37.1,10.508092119885507,40.555287605167344,1,0.23615475
2012/2013,2012-10-27,2,00:39:34.653,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Open Play,Normal,1,0,0,663c13dc-8bac-4797-96bf-76457665d1fb,100.2,37.7,19.933138237618277,22.557424062218278,0,0.22154364
2012/2013,2012-10-27,2,00:41:18.520,Barcelona,Pedro Eliezer Rodríguez Ledesma,Regular Play,0,Right Foot,Open Play,Normal,1,0,0,1e35918b-47e9-40a1-aca8-19d389cc711c,115.5,60.6,21.085777196963836,4.8011432671518035,0,0.03356263
2012/2013,2012-10-27,2,00:43:13.945,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Right Foot,Open Play,Normal,0,1,0,623b4277-813d-4b75-a83b-519dc11cd034,115.7,50.6,11.438968484964018,16.674068331857264,1,0.39725664
2012/2013,2012-10-27,2,00:45:34.216,Barcelona,Alexis Alejandro Sánchez Sánchez,From Free Kick,1,Right Foot,Open Play,Normal,0,1,0,5afa85ad-df70-4298-b392-518da7232ad0,106.7,30.8,16.171889190815026,23.42941317263955,0,0.33705974
2012/2013,2012-11-25,1,00:21:49.885,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,b6aefbae-0719-4434-8bcf-cd15e11a8ec8,94.8,41.1,25.223996511258882,18.005728160101498,0,0.037971176
2012/2013,2012-11-25,1,00:23:10.176,Barcelona,Xavier Hernández Creus,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,cba4c35c-fcbf-4e36-a051-bb830790fb39,91.3,43.4,28.900692033236854,15.655864562452843,0,0.032228887
2012/2013,2012-11-25,1,00:29:27.626,Barcelona,Xavier Hernández Creus,From Goal Kick,0,Right Foot,Open Play,Volley,1,0,0,,99.8,52.3,23.650158561836324,16.56380102379277,0,0.0376857
2012/2013,2012-11-25,1,00:35:30.018,Barcelona,Francesc Fàbregas i Soler,From Throw In,1,Right Foot,Open Play,Normal,0,0,0,37f08051-f9b2-4908-96dc-ccaaa59ea831,89.2,52.3,33.16519259705874,12.806893425435407,0,0.014082933
2012/2013,2012-11-25,1,00:36:47.867,Barcelona,Pedro Eliezer Rodríguez Ledesma,From Free Kick,0,Head,Open Play,Normal,0,0,0,96609a7c-ee30-4caa-b092-8daba84f449d,103.0,48.4,18.962067397834023,21.596391791582846,0,0.035142507
