season,match_date,period,timestamp,team,player,play_pattern,under_pressure,body_part,type,technique,first_time,one_on_one,open_goal,key_pass_id,start_location_x,start_location_y,distance,angle,goal,statsbomb_xg
2009/2010,2010-05-04,1,00:29:36.054,Barcelona,Zlatan Ibrahimović,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,85.5,41.9,34.55227923017525,13.187800790202907,0,0.020095596
2009/2010,2010-05-04,1,00:34:13.096,Barcelona,Maxwell Scherrer Cabelino Andrade,From Throw In,1,Left Foot,Open Play,Normal,0,1,0,51376cfc-30e1-4913-bd5f-4da8a6b55361,113.2,27.0,14.671059948074642,15.271663830958586,0,0.1658622
2009/2010,2010-05-04,1,00:36:09.677,Barcelona,Zlatan Ibrahimović,From Throw In,0,Right Foot,Open Play,Lob,0,0,0,,81.2,46.0,39.26117675261402,11.501649142086627,0,0.01814768
2009/2010,2010-05-04,1,00:42:14.380,Barcelona,Zlatan Ibrahimović,From Free Kick,0,Right Foot,Open Play,Normal,0,0,0,d0e2bbe2-377c-4c11-b02d-eb5c99a1f3bb,100.1,60.4,28.49859645666783,11.307579777190037,0,0.028339248
2009/2010,2010-05-04,1,00:45:15.341,Barcelona,Bojan Krkíc Pérez,From Corner,0,Head,Open Play,Normal,0,0,0,,115.0,38.6,5.192301994298868,74.67702978804294,0,0.3255459
2009/2010,2010-05-04,2,00:07:01.770,Barcelona,Seydou Kéita,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,21755043-8674-42db-8c9e-e8a3c20d65a6,84.1,29.8,37.32090566961097,11.782496392049998,0,0.012237418
2009/2010,2010-05-04,2,00:07:58.568,Barcelona,Bojan Krkíc Pérez,Regular Play,1,Right Foot,Open Play,Normal,0,0,0,60aebcf1-be66-4d98-975c-9a62837007d1,93.7,35.5,26.682203807032128,16.82137480449775,0,0.027881565
2009/2010,2010-05-04,2,00:11:00.182,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Free Kick,Normal,0,0,0,,90.1,51.7,32.10763149159403,13.261915255277557,0,0.022941718
2009/2010,2010-05-04,2,00:17:13.803,Barcelona,Bojan Krkíc Pérez,From Goal Kick,0,Right Foot,Open Play,Normal,1,0,0,ca5fde02-f883-474d-93b2-c5ae4876b55f,112.7,53.3,15.171684151734766,15.251949663667563,1,0.18614008
2009/2010,2010-05-04,2,00:18:54.898,Barcelona,Seydou Kéita,From Corner,1,Head,Open Play,Normal,0,0,0,17d9b7ce-d3a0-4f42-8c10-cb9742434b8f,109.0,42.5,11.280514172678478,38.34439289091436,0,0.029782213
2009/2010,2010-05-04,2,00:18:56.252,Barcelona,Carles Puyol i Saforcada,From Corner,0,Right Foot,Open Play,Lob,1,0,0,,113.2,42.0,7.088018058667737,57.813205959037454,0,0.47885534
2009/2010,2010-05-04,2,00:21:50.131,Barcelona,Pedro Eliezer Rodríguez Ledesma,From Counter,1,Right Foot,Open Play,Lob,0,1,0,a0c13fcb-15ba-47c1-bc34-a6af960b9949,104.1,25.9,21.25135289810981,16.277678352943852,0,0.24862076
2009/2010,2010-05-04,2,00:27:51.159,Barcelona,Xavier Hernández Creus,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,96.2,54.9,28.079351844371335,13.846725468861989,0,0.047769196
2009/2010,2010-05-04,2,00:30:55.662,Barcelona,Pedro Eliezer Rodríguez Ledesma,Regular Play,1,Left Foot,Open Play,Normal,1,0,0,,103.6,46.9,17.79241411388573,23.58146053091187,1,0.3486335
2009/2010,2010-05-04,2,00:37:11.517,Barcelona,Thierry Henry,From Free Kick,1,Right Foot,Open Play,Normal,0,0,0,73607dae-af9b-4303-bd0d-cddfb6631efe,103.6,25.3,22.023850707812205,15.627066847106583,0,0.028502358
2009/2010,2010-05-04,2,00:38:27.216,Barcelona,Seydou Kéita,From Corner,1,Head,Open Play,Normal,0,0,0,585a36e3-1c21-4420-b15f-8acc63cfef3e,112.1,38.7,8.006247560499244,52.726109596722075,0,0.10385269
2009/2010,2010-05-04,2,00:47:12.054,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Right Foot,Open Play,Lob,0,1,0,decc0a30-ac15-42e0-9980-c6f9b858b6b1,112.8,49.1,11.603878661895774,25.89478524936109,1,0.27008498
2009/2010,2009-11-07,1,00:10:33.623,Barcelona,Pedro Eliezer Rodríguez Ledesma,From Goal Kick,0,Left Foot,Open Play,Normal,1,0,0,ad99988d-c233-49e8-b4bd-52168ea7d70a,106.2,43.6,14.261837188805652,30.502942504394884,1,0.5177727
2009/2010,2009-11-07,1,00:12:47.091,Barcelona,Thierry Henry,Regular Play,0,Right Foot,Open Play,Normal,1,0,0,b4c26b6d-fdba-4c0a-9b73-5058364f98c3,98.3,29.8,23.97769797123986,17.254452318871316,0,0.052046705
2009/2010,2009-11-07,1,00:26:51.879,Barcelona,Gnégnéri Yaya Touré,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,,87.4,37.8,32.67414880299102,13.928506187153571,0,0.016075812
2009/2010,2009-11-07,1,00:38:18.893,Barcelona,Gnégnéri Yaya Touré,From Throw In,1,Left Foot,Open Play,Normal,1,0,0,cffebf58-bd20-451e-820d-7424c7101542,87.3,53.5,35.37711124441904,11.954641831024524,0,0.012494423
2009/2010,2009-11-07,1,00:39:53.572,Barcelona,Pedro Eliezer Rodríguez Ledesma,From Free Kick,0,Right Foot,Open Play,Volley,1,0,0,f1629426-cfdd-4118-b813-affcfa9dbfad,113.1,45.1,8.58020978764506,43.771188381441924,0,0.24817386
2009/2010,2009-11-07,1,00:39:54.716,Barcelona,Thierry Henry,From Free Kick,0,Right Foot,Open Play,Normal,1,0,0,,108.5,37.7,11.727744881263405,37.12398926071731,0,0.2791391
2009/2010,2009-11-07,1,00:39:56.277,Barcelona,Sergio Busquets i Burgos,From Free Kick,0,Right Foot,Open Play,Half Volley,1,0,0,,107.3,44.9,13.612494260788507,30.968733148018007,0,0.16225103
2009/2010,2009-11-07,1,00:39:57.721,Barcelona,Pedro Eliezer Rodríguez Ledesma,From Free Kick,0,Right Foot,Open Play,Normal,0,0,0,,114.7,43.7,6.463745044476924,58.699609389031245,1,0.3440488
2009/2010,2009-11-07,1,00:41:02.431,Barcelona,Seydou Kéita,Regular Play,0,Left Foot,Open Play,Volley,1,0,0,3898cfa2-27f5-44fa-850c-040960a366b1,101.9,30.5,20.44162420161372,19.815333550404624,0,0.04211361
2009/2010,2009-11-07,1,00:43:05.099,Barcelona,Thierry Henry,From Free Kick,0,Head,Open Play,Diving Header,0,0,0,ec1b0685-ddf8-48a0-bbd0-93034f16f671,116.5,37.5,4.301162633521313,84.89783474764181,1,0.6498936
2009/2010,2009-11-07,2,00:03:39.581,Barcelona,Zlatan Ibrahimović,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,81.3,23.8,41.953903274904,10.06570836654025,0,0.024635637
2009/2010,2009-11-07,2,00:11:12.773,Barcelona,Gnégnéri Yaya Touré,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,85.2,26.4,37.363083384538804,11.4057126915759,0,0.013158829
2009/2010,2009-11-07,2,00:13:09.382,Barcelona,Zlatan Ibrahimović,From Free Kick,0,Head,Open Play,Normal,0,0,0,8ac8a650-3da5-4a6c-a23a-1e9ca379af79,112.0,40.3,8.005623023850173,53.078570950195974,0,0.19588952
2009/2010,2009-11-07,2,00:37:47.176,Barcelona,Zlatan Ibrahimović,Regular Play,1,Left Foot,Open Play,Normal,1,0,0,e81ffbdc-f260-4e8b-9d8b-645b6383044a,108.6,24.6,19.160375779195984,14.560275619356846,0,0.045852095
2009/2010,2009-11-07,2,00:39:51.352,Barcelona,Lionel Andrés Messi Cuccittini,From Corner,0,Left Foot,Open Play,Overhead Kick,1,0,0,8f6eb070-fb40-481d-95fb-c3f80930a403,115.0,38.3,5.281098370604358,73.44541852345843,0,0.43250245
2009/2010,2009-11-07,2,00:41:57.074,Barcelona,Lionel Andrés Messi Cuccittini,Other,0,Left Foot,Penalty,Normal,0,0,0,,108.3,39.9,11.700427342623007,37.746805387274655,1,0.76
2009/2010,2010-01-16,1,00:01:25.536,Barcelona,Daniel Alves da Silva,Regular Play,1,Right Foot,Open Play,Half Volley,1,0,0,,96.8,55.8,28.06920020235703,13.520211697253735,0,0.020939099
2009/2010,2010-01-16,1,00:12:20.320,Barcelona,Thierry Henry,From Counter,1,Right Foot,Open Play,Normal,1,0,0,f8fd0e60-5e1a-4c5e-bf9b-3f976f3fd10b,91.8,40.1,28.20017730440715,16.14621334423857,0,0.33111554
2009/2010,2010-01-16,1,00:16:55.893,Barcelona,Andrés Iniesta Luján,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,4df2d741-dcc9-4836-8f29-66183c9b3889,86.6,25.9,36.254241131211124,11.62891486174073,0,0.0127853
2009/2010,2010-01-16,1,00:19:35.037,Barcelona,Zlatan Ibrahimović,From Throw In,1,Head,Open Play,Normal,0,0,0,ebc659fb-9e76-496a-8822-65eba6e37004,112.2,32.5,10.820813278122857,31.685861017267932,0,0.054657385
2009/2010,2010-01-16,1,00:19:53.809,Barcelona,Daniel Alves da Silva,From Throw In,1,Right Foot,Open Play,Normal,1,0,0,c2b57360-4267-4c94-9cd1-c32fb4595a78,110.3,51.7,15.198026187633713,19.847747909449275,0,0.11394479
2009/2010,2010-01-16,1,00:27:11.784,Barcelona,Carles Puyol i Saforcada,From Corner,0,Head,Open Play,Diving Header,0,0,0,0f5e444d-746e-403a-859b-31359e073106,109.3,32.3,13.182564242210242,28.48105158613272,0,0.042301375
2009/2010,2010-01-16,1,00:30:24.995,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Open Play,Normal,0,0,0,82b829e5-1b61-4fcb-9aed-25abdc8b9929,99.0,43.8,21.341040274550817,20.922092807252106,0,0.04519985
2009/2010,2010-01-16,1,00:30:47.049,Barcelona,Carles Puyol i Saforcada,From Corner,1,Head,Open Play,Diving Header,0,0,0,40d6476f-ef3b-4051-afd1-bbd2c7f9125c,112.1,40.9,7.951100552753693,53.234683085880505,0,0.26780564
2009/2010,2010-01-16,1,00:32:44.402,Barcelona,Xavier Hernández Creus,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,92.8,50.0,28.97999309868793,14.795584680455981,0,0.045725957
2009/2010,2010-01-16,1,00:34:47.638,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,02be3b39-78af-4097-858b-410b8b03e1dd,98.3,52.1,24.845522735495024,16.103841346037157,0,0.03589713
2009/2010,2010-01-16,1,00:41:51.012,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,0,Left Foot,Open Play,Normal,0,0,0,819a1727-5778-4075-8f99-979e72cd3e63,93.1,45.0,27.36073829413235,16.36984941913396,0,0.02593413
2009/2010,2010-01-16,1,00:43:18.521,Barcelona,Xavier Hernández Creus,Regular Play,0,Right Foot,Open Play,Normal,1,0,0,91c3fd8e-3511-4b08-9eab-b38d8405b41f,99.0,51.7,24.039342753078756,16.646186536337634,0,0.043847807
2009/2010,2010-01-16,2,00:03:20.058,Barcelona,Zlatan Ibrahimović,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,94.0,22.5,31.34086788842964,12.148402899483647,0,0.031137707
2009/2010,2010-01-16,2,00:03:34.689,Barcelona,Gerard Piqué Bernabéu,From Free Kick,0,Right Foot,Open Play,Normal,1,0,0,9373cf01-32af-4709-ae46-fea1c4c787a9,113.4,49.0,11.160645142642961,25.93675868502688,0,0.24213721
2009/2010,2010-01-16,2,00:05:31.818,Barcelona,Lionel Andrés Messi Cuccittini,From Keeper,0,Right Foot,Open Play,Normal,0,0,0,8e5e0feb-3989-4544-ad24-5a12278e68fa,107.2,51.6,17.274258305351346,19.93096020682084,0,0.10289715
2009/2010,2010-01-16,2,00:07:31.565,Barcelona,Thierry Henry,From Free Kick,0,Right Foot,Open Play,Normal,0,0,0,239c5749-aa71-48fc-ad94-0ec2e7dbceb7,111.6,29.4,13.524792050157375,21.929127421096055,0,0.17074306
2009/2010,2010-01-16,2,00:10:50.688,Barcelona,Zlatan Ibrahimović,From Corner,1,Head,Open Play,Normal,0,0,0,f0b8e532-e5df-49d1-9ea5-8b03aa40de51,111.3,37.3,9.10933587041339,46.09896421960656,0,0.090922095
2009/2010,2010-01-16,2,00:11:49.227,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,f54bac9a-2b8f-4713-97ac-ad6b2f83e639,105.1,56.9,22.53042387528473,13.629129643077508,0,0.024696896
2009/2010,2010-01-16,2,00:16:39.937,Barcelona,Thierry Henry,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,cd00d9a2-21a1-4ffa-9420-27c924c85090,100.0,24.1,25.550146770615623,14.10375630463718,0,0.036424417
2009/2010,2010-01-16,2,00:22:14.023,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,1,Left Foot,Open Play,Normal,0,0,0,5bf26d6f-bad4-4432-a3ec-7c841e12e9bf,106.0,47.6,15.929846201391902,25.223401829633833,0,0.22189358
2009/2010,2010-01-16,2,00:22:16.246,Barcelona,Zlatan Ibrahimović,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,,110.4,40.5,9.6130120149722,45.14584756704231,0,0.40525043
2009/2010,2010-01-16,2,00:24:37.878,Barcelona,Pedro Eliezer Rodríguez Ledesma,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,8e63cfe5-67cc-4f10-beb3-b5f3edd9206b,109.3,34.0,12.267436570041847,32.47587829554182,0,0.19047125
2009/2010,2010-01-16,2,00:24:57.197,Barcelona,Pedro Eliezer Rodríguez Ledesma,From Counter,0,Right Foot,Open Play,Lob,0,1,0,3966b3c1-09ef-4826-886c-7a6af5e2994c,106.7,44.7,14.106027080648895,30.177329538788396,1,0.4005123
2009/2010,2010-01-16,2,00:39:23.773,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,3c40d37b-f999-4bb5-9587-7888973dcfb8,111.7,40.0,8.299999999999997,51.46141120306242,1,0.25819677
2009/2010,2010-01-16,2,00:43:06.652,Barcelona,Rafael Márquez Álvarez,From Corner,1,Head,Open Play,Normal,0,0,0,049eb1bd-bd46-4173-afde-0c8580da811b,111.9,32.5,11.039021695784456,31.472018596152335,0,0.03206456
2009/2010,2010-01-16,2,00:46:10.404,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,1,Left Foot,Open Play,Normal,0,0,0,3d8301bc-b99b-4ddb-b1a7-1cdbbb0351ea,105.0,36.5,15.402921800749363,28.47420361007436,1,0.49259812
2009/2010,2009-09-22,1,00:04:59.330,Barcelona,Thierry Henry,Regular Play,0,Right Foot,Open Play,Normal,1,0,0,93d79dfd-2193-48b4-a4ad-167e2af20c8b,101.4,20.0,27.31226830565341,11.521702357987014,0,0.028875882
2009/2010,2009-09-22,1,00:06:44.199,Barcelona,Zlatan Ibrahimović,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,ab27e33e-e3a2-48f3-9340-6f1223f89564,95.5,20.3,31.437875246269424,11.396708149821874,0,0.01989933
2009/2010,2009-09-22,1,00:07:53.317,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,0,Left Foot,Open Play,Normal,0,0,0,a9b22025-3fba-4c3f-a720-d948e1075368,105.4,47.9,16.600301202086662,24.226552153033182,0,0.06821067
2009/2010,2009-09-22,1,00:08:55.894,Barcelona,Seydou Kéita,From Free Kick,0,Left Foot,Open Play,Normal,0,0,0,8c56d0ac-7edc-4355-9754-fffb1078c358,90.2,25.5,33.140458657055426,12.422374411055266,0,0.01714945
2009/2010,2009-09-22,1,00:11:12.122,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,1,Left Foot,Open Play,Half Volley,0,0,0,fb970826-aa3b-4f9f-a1fd-3d15e95a79d5,113.9,21.7,19.289893727027113,7.80321673977157,0,0.027841352
2009/2010,2009-09-22,1,00:20:00.147,Barcelona,Zlatan Ibrahimović,From Free Kick,1,Head,Open Play,Normal,0,0,0,1bc4ab75-5899-4337-a219-f8ddb8cb3b78,116.6,33.9,6.983552104767319,39.693604856691984,1,0.09647656
2009/2010,2009-09-22,1,00:20:53.157,Barcelona,Zlatan Ibrahimović,From Kick Off,0,Right Foot,Open Play,Normal,0,1,0,,114.6,51.4,12.614277624977184,16.796156531318,0,0.11305472
2009/2010,2009-09-22,1,00:23:23.483,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,e1dcf47b-f23c-4b92-a09e-365df3c24954,101.7,42.7,18.49810801136159,24.172065868067225,1,0.09442609
2009/2010,2009-09-22,1,00:25:51.440,Barcelona,Daniel Alves da Silva,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,91.7,19.6,34.88624370722649,10.675090710989645,0,0.027413964
2009/2010,2009-09-22,1,00:26:18.154,Barcelona,Daniel Alves da Silva,From Corner,0,Right Foot,Open Play,Volley,1,0,0,,96.4,57.2,29.202739597510362,12.714267808389527,0,0.009408545
2009/2010,2009-09-22,1,00:26:22.246,Barcelona,Gerard Piqué Bernabéu,From Corner,0,Right Foot,Open Play,Normal,0,1,0,8597b53a-3254-420a-89d1-75e588b4016a,112.6,39.4,7.42428447730824,56.542840863940704,1,0.5059161
2009/2010,2009-09-22,1,00:31:09.189,Barcelona,Seydou Kéita,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,1fe0a63b-22e0-4393-947d-76101315ba41,90.9,32.4,30.07607022202202,14.681177274989496,0,0.017806599
2009/2010,2009-09-22,2,00:08:58.109,Barcelona,Seydou Kéita,From Free Kick,0,Left Foot,Open Play,Normal,0,0,0,8936903c-e69c-4d5d-a885-f9d49a408fbc,93.5,30.2,28.25402626175604,15.162924136553157,0,0.02604411
2009/2010,2009-09-22,2,00:09:57.845,Barcelona,Daniel Alves da Silva,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,84.9,56.0,38.57473266271588,10.79996524987566,0,0.010816219
2009/2010,2009-09-22,2,00:11:04.985,Barcelona,Seydou Kéita,Regular Play,0,Left Foot,Open Play,Half Volley,1,0,0,,95.0,35.9,25.333969290263223,17.723142413606183,0,0.03479463
2009/2010,2009-09-22,2,00:17:41.210,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,0,Left Foot,Open Play,Normal,0,0,0,87d2221f-4820-4e9c-84cc-f19bf6cbe344,101.6,41.6,18.46943420898432,24.35892103531954,1,0.12247512
2009/2010,2009-09-22,2,00:20:02.833,Barcelona,Andrés Iniesta Luján,From Throw In,0,Left Foot,Open Play,Normal,0,0,0,40922b96-faf5-4946-a60f-cd09d259a46c,95.6,46.9,25.35685311705694,17.293384675389305,0,0.024808114
2009/2010,2009-09-22,2,00:20:06.555,Barcelona,Xavier Hernández Creus,From Throw In,0,Right Foot,Open Play,Normal,0,0,0,,93.7,52.4,29.076622912573598,14.233551151521349,0,0.01633098
2009/2010,2009-09-22,2,00:22:03.676,Barcelona,Thierry Henry,Regular Play,0,Right Foot,Open Play,Normal,1,0,0,,105.1,34.0,16.062689687595917,26.222165837055126,0,0.101499856
2009/2010,2009-09-22,2,00:31:47.564,Barcelona,Pedro Eliezer Rodríguez Ledesma,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,3597aa84-5252-46e9-98ac-705e55957319,95.3,46.1,25.4420911090264,17.38037631136711,0,0.044347156
2009/2010,2009-09-22,2,00:36:02.331,Barcelona,Thierry Henry,From Free Kick,0,Right Foot,Open Play,Normal,1,0,0,bd753a46-a9d3-47b4-9fb8-504d7eae9cf3,110.0,41.5,10.111874208078342,42.84703721089954,0,0.21010667
2009/2010,2009-10-03,1,00:08:57.816,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,0,Left Foot,Open Play,Normal,0,0,0,098b7bc5-6e78-484f-9983-0db5343f5ef8,112.0,50.9,13.520724832641184,20.990311947479135,0,0.09706985
2009/2010,2009-10-03,1,00:14:47.744,Barcelona,Lionel Andrés Messi Cuccittini,From Goal Kick,0,Right Foot,Open Play,Normal,0,0,0,a8a4da48-52c0-4d3e-9d2d-edd00a36eea6,100.3,40.1,19.700253805471647,22.954700934989603,0,0.06816843
2009/2010,2009-10-03,1,00:17:06.270,Barcelona,Xavier Hernández Creus,From Goal Kick,0,Left Foot,Open Play,Volley,1,0,0,14f16e13-1ec6-4ad8-bec0-c931e6bafa87,109.9,37.1,10.508092119885507,40.555287605167344,0,0.107970886
2009/2010,2009-10-03,1,00:17:07.914,Barcelona,Pedro Eliezer Rodríguez Ledesma,From Goal Kick,0,Right Foot,Open Play,Normal,1,0,0,,116.5,38.9,3.6687872655688287,95.18335868577304,0,0.44767654
2009/2010,2009-10-03,1,00:18:54.158,Barcelona,Xavier Hernández Creus,Regular Play,0,Head,Open Play,Normal,0,0,0,15ba0ac2-592f-4194-b6e1-8a44f35f40e3,108.9,40.0,11.099999999999994,39.634305039237965,0,0.086159155
2009/2010,2009-10-03,1,00:30:55.762,Barcelona,Pedro Eliezer Rodríguez Ledesma,From Throw In,0,Right Foot,Open Play,Normal,0,0,0,cc82013f-870e-4c14-9fdb-65489da7e685,103.6,31.6,18.42606849004964,22.074476665890852,1,0.10890217
2009/2010,2009-10-03,1,00:43:07.576,Barcelona,Zlatan Ibrahimović,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,,101.7,21.2,26.236043909095745,12.284408181706636,0,0.01773462
2009/2010,2009-10-03,1,00:43:59.794,Barcelona,Zlatan Ibrahimović,From Throw In,1,Head,Open Play,Normal,0,0,0,1d61e06d-38dc-4d77-9468-369f9d71a0c2,113.3,49.1,11.300442469213321,25.634335186094233,0,0.06634577
2009/2010,2009-10-03,2,00:03:20.997,Barcelona,Rafael Márquez Álvarez,From Throw In,0,Right Foot,Open Play,Normal,0,0,0,fe00511b-681f-431b-9b88-5d041645723c,87.6,54.0,35.29532546952925,11.902182358865293,0,0.009525634
2009/2010,2009-10-03,2,00:05:32.251,Barcelona,Xavier Hernández Creus,Regular Play,0,Right Foot,Open Play,Normal,1,0,0,64131a86-4d4f-47d4-a62f-be7652d0b691,97.4,51.3,25.267568145747617,16.19673683405542,0,0.03135197
2009/2010,2009-10-03,2,00:09:27.331,Barcelona,Daniel Alves da Silva,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,86.6,45.2,33.80236678104065,13.342525052581127,0,0.015707918
2009/2010,2009-10-03,2,00:11:19.026,Barcelona,Rafael Márquez Álvarez,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,8c21cae7-d38e-4a95-be42-151ef4e39e65,89.2,48.6,31.978117518077887,13.75464786740337,0,0.019173348
2009/2010,2009-10-03,2,00:12:47.062,Barcelona,Andrés Iniesta Luján,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,,95.8,52.4,27.191910561782894,14.98267356053964,0,0.020062769
2009/2010,2009-10-03,2,00:15:51.266,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,0,Left Foot,Open Play,Normal,0,0,0,0fea89a1-7399-4513-be1f-577004e818fd,96.8,32.1,24.508161905781513,17.612295214485464,0,0.039881725
2009/2010,2009-10-03,2,00:16:21.833,Barcelona,Zlatan Ibrahimović,From Corner,0,Head,Open Play,Normal,0,0,0,c20552d7-354e-4c50-b603-c2bdcedd057c,112.5,36.8,8.154140052758477,49.919388826287744,0,0.099664934
2009/2010,2009-10-03,2,00:31:06.327,Barcelona,Zlatan Ibrahimović,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,d06acf9e-e223-45cf-a9a2-b0a424f7da61,98.8,33.2,22.263872080121196,19.47201795544799,0,0.12025304
2009/2010,2009-10-25,1,00:03:03.605,Barcelona,Lionel Andrés Messi Cuccittini,From Corner,1,Left Foot,Open Play,Normal,0,0,0,,96.3,57.3,29.342460701175014,12.646786031342161,0,0.018587543
2009/2010,2009-10-25,1,00:04:55.055,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,0,Left Foot,Open Play,Normal,1,0,0,db135c4d-660e-4409-bb49-64b494667c37,112.1,49.3,12.202458768625283,25.433214940157036,0,0.36989036
2009/2010,2009-10-25,1,00:06:23.286,Barcelona,Zlatan Ibrahimović,Regular Play,1,Left Foot,Open Play,Half Volley,0,0,0,52af1c81-25de-48c8-ae49-3ac60d732b4e,106.0,27.5,18.76832437912346,18.422168145125262,0,0.040393855
2009/2010,2009-10-25,1,00:07:01.123,Barcelona,Seydou Kéita,From Keeper,0,Left Foot,Open Play,Normal,1,0,0,f588f255-fe7c-4921-8a04-2988d7fd034c,103.4,30.2,19.27692921603438,20.478312956637733,0,0.062511705
2009/2010,2009-10-25,1,00:11:37.474,Barcelona,Lionel Andrés Messi Cuccittini,From Goal Kick,1,Left Foot,Open Play,Half Volley,0,0,0,d1de413c-cdff-4763-bdbf-711999352a02,111.8,33.4,10.526157893552616,34.68258039570765,0,0.14563484
2009/2010,2009-10-25,1,00:19:56.856,Barcelona,Zlatan Ibrahimović,Regular Play,1,Right Foot,Open Play,Half Volley,0,0,0,8f83b00b-65ed-4829-afa0-a84960567aab,105.3,21.6,23.551008470976356,12.315769229811702,0,0.026746023
2009/2010,2009-10-25,1,00:24:01.228,Barcelona,Seydou Kéita,From Corner,1,Head,Open Play,Diving Header,0,0,0,e78090f0-97ad-4e39-9c21-0a8d7659a0b3,112.2,39.7,7.805767098754609,54.24490333086379,1,0.16874659
2009/2010,2009-10-25,1,00:28:43.793,Barcelona,Zlatan Ibrahimović,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,84.6,33.1,36.066189152723084,12.430837474276045,1,0.019231696
2009/2010,2009-10-25,1,00:31:55.985,Barcelona,Xavier Hernández Creus,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,94.6,54.2,29.0998281781869,13.74378796812037,0,0.04323825
2009/2010,2009-10-25,1,00:41:01.450,Barcelona,Seydou Kéita,Regular Play,0,Left Foot,Open Play,Normal,1,0,1,55f1857f-389c-4065-a12f-3dd5ef52175b,116.8,41.6,3.5777087639996665,97.12501634890175,1,0.7803436
2009/2010,2009-10-25,2,00:04:00.393,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,3b183e3b-1d28-4cec-9e16-dc848f39c0bc,100.3,44.7,20.252901026766516,21.792386923710524,0,0.04767255
